"","member_id","week.date.vote","status","n"
"1",1,2014-07-21,"Absent",34
"2",1,2014-07-21,"Present",5
"3",1,2014-09-15,"Present",2
"4",1,2014-09-22,"Absent",35
"5",1,2014-09-22,"Present",6
"6",1,2014-10-20,"Present",4
"7",1,2014-10-27,"Present",54
"8",1,2014-11-17,"Present",6
"9",1,2014-11-24,"Present",20
"10",1,2014-12-01,"Present",51
"11",1,2014-12-15,"Absent",10
"12",1,2014-12-22,"Present",55
"13",1,2015-01-12,"Present",5
"14",1,2015-01-19,"Present",41
"15",1,2015-02-09,"Present",44
"16",1,2015-02-16,"Present",7
"17",1,2015-03-09,"Present",103
"18",1,2015-03-16,"Present",40
"19",1,2015-03-23,"Present",19
"20",1,2015-04-13,"Absent",7
"21",1,2015-04-27,"Present",225
"22",1,2015-05-04,"Present",36
"23",1,2015-05-18,"Present",66
"24",1,2015-05-25,"Present",37
"25",1,2015-06-08,"Present",56
"26",1,2015-06-15,"Present",18
"27",1,2015-06-22,"Present",37
"28",1,2015-07-06,"Present",177
"29",1,2015-07-13,"Present",109
"30",1,2015-09-07,"Present",169
"31",1,2015-09-14,"Present",117
"32",1,2015-09-21,"Present",10
"33",1,2015-10-05,"Present",22
"34",1,2015-10-12,"Absent",76
"35",1,2015-10-12,"Present",13
"36",1,2015-10-26,"Present",295
"37",1,2015-11-02,"Present",63
"38",1,2015-11-09,"Present",58
"39",1,2015-11-23,"Present",129
"40",1,2015-11-30,"Absent",37
"41",1,2015-11-30,"Present",45
"42",1,2015-12-14,"Present",109
"43",1,2015-12-21,"Present",68
"44",1,2016-01-18,"Present",67
"45",1,2016-02-01,"Present",78
"46",1,2016-02-22,"Absent",83
"47",1,2016-03-07,"Present",157
"48",1,2016-04-11,"Present",198
"49",1,2016-04-25,"Absent",143
"50",1,2016-05-09,"Present",68
"51",1,2016-05-23,"Present",62
"52",1,2016-06-06,"Present",140
"53",1,2016-06-20,"Present",55
"54",1,2016-06-27,"Absent",6
"55",1,2016-07-04,"Absent",151
"56",1,2016-07-04,"Present",68
"57",1,2016-09-12,"Absent",22
"58",1,2016-09-12,"Present",125
"59",1,2016-10-03,"Present",139
"60",1,2016-10-24,"Present",231
"61",1,2016-11-21,"Present",136
"62",1,2016-11-28,"Present",40
"63",1,2016-12-12,"Present",203
"64",1,2017-01-16,"Present",35
"65",1,2017-01-30,"Absent",10
"66",1,2017-02-13,"Present",219
"67",1,2017-02-27,"Present",13
"68",1,2017-03-13,"Present",116
"69",1,2017-04-03,"Absent",1
"70",1,2017-04-03,"Present",109
"71",1,2017-04-24,"Present",139
"72",1,2017-05-15,"Present",58
"73",1,2017-05-29,"Present",20
"74",1,2017-06-12,"Present",60
"75",1,2017-07-03,"Present",147
"76",1,2017-09-11,"Absent",11
"77",1,2017-09-11,"Present",117
"78",1,2017-10-02,"Present",77
"79",1,2017-10-23,"Absent",1
"80",1,2017-10-23,"Present",246
"81",1,2017-11-13,"Present",92
"82",1,2017-11-27,"Present",29
"83",1,2017-12-11,"Present",163
"84",1,2018-01-22,"Present",117
"85",1,2018-02-12,"Absent",28
"86",1,2018-02-12,"Present",49
"87",1,2018-03-05,"Present",124
"88",1,2018-03-19,"Absent",242
"89",1,2018-04-23,"Absent",52
"90",1,2018-04-23,"Present",178
"91",1,2018-05-07,"Absent",2
"92",1,2018-05-07,"Present",16
"93",1,2018-06-04,"Present",218
"94",1,2018-06-18,"Present",46
"95",1,2018-07-09,"Absent",142
"96",1,2018-07-09,"Present",15
"97",1,2018-09-17,"Absent",45
"98",1,2018-09-17,"Present",56
"99",2,2014-07-21,"Present",39
"100",2,2014-09-15,"Present",2
"101",2,2014-09-22,"Present",41
"102",2,2014-10-20,"Present",4
"103",2,2014-10-27,"Present",54
"104",2,2014-11-17,"Present",6
"105",2,2014-11-24,"Present",20
"106",2,2014-12-01,"Present",51
"107",2,2014-12-15,"Present",10
"108",2,2014-12-22,"Present",55
"109",2,2015-01-12,"Present",5
"110",2,2015-01-19,"Present",41
"111",2,2015-02-09,"Present",44
"112",2,2015-02-16,"Present",7
"113",2,2015-03-09,"Present",103
"114",2,2015-03-16,"Present",40
"115",2,2015-03-23,"Present",19
"116",2,2015-04-13,"Present",7
"117",2,2015-04-27,"Present",225
"118",2,2015-05-04,"Present",36
"119",2,2015-05-18,"Absent",66
"120",2,2015-05-25,"Absent",37
"121",2,2015-06-08,"Present",56
"122",2,2015-06-15,"Present",18
"123",2,2015-06-22,"Present",37
"124",2,2015-07-06,"Present",177
"125",2,2015-07-13,"Present",109
"126",2,2015-09-07,"Present",169
"127",2,2015-09-14,"Present",117
"128",2,2015-09-21,"Present",10
"129",2,2015-10-05,"Present",22
"130",2,2015-10-12,"Present",89
"131",2,2015-10-26,"Present",295
"132",2,2015-11-02,"Present",63
"133",2,2015-11-09,"Present",58
"134",2,2015-11-23,"Present",129
"135",2,2015-11-30,"Present",82
"136",2,2015-12-14,"Present",109
"137",2,2015-12-21,"Present",68
"138",2,2016-01-18,"Present",67
"139",2,2016-02-01,"Present",78
"140",2,2016-02-22,"Present",83
"141",2,2016-03-07,"Present",157
"142",2,2016-04-11,"Absent",75
"143",2,2016-04-11,"Present",123
"144",2,2016-04-25,"Present",143
"145",2,2016-05-09,"Present",68
"146",2,2016-05-23,"Present",62
"147",2,2016-06-06,"Present",140
"148",2,2016-06-20,"Present",55
"149",2,2016-06-27,"Present",6
"150",2,2016-07-04,"Present",219
"151",2,2016-09-12,"Present",147
"152",2,2016-10-03,"Present",139
"153",2,2016-10-24,"Present",231
"154",2,2016-11-21,"Present",136
"155",2,2016-11-28,"Present",40
"156",2,2016-12-12,"Present",203
"157",2,2017-01-16,"Present",35
"158",2,2017-01-30,"Present",10
"159",2,2017-02-13,"Present",219
"160",2,2017-02-27,"Present",13
"161",2,2017-03-13,"Present",116
"162",2,2017-04-03,"Present",110
"163",2,2017-04-24,"Present",139
"164",2,2017-05-15,"Present",58
"165",2,2017-05-29,"Present",20
"166",2,2017-06-12,"Present",60
"167",2,2017-07-03,"Present",147
"168",2,2017-09-11,"Present",128
"169",2,2017-10-02,"Present",77
"170",2,2017-10-23,"Present",247
"171",2,2017-11-13,"Present",92
"172",2,2017-11-27,"Present",29
"173",2,2017-12-11,"Present",163
"174",2,2018-01-22,"Absent",3
"175",2,2018-01-22,"Present",114
"176",2,2018-02-12,"Present",77
"177",2,2018-03-05,"Present",124
"178",2,2018-03-19,"Present",242
"179",2,2018-04-23,"Present",230
"180",2,2018-05-07,"Present",18
"181",2,2018-06-04,"Present",218
"182",2,2018-06-18,"Present",46
"183",2,2018-07-09,"Present",157
"184",2,2018-09-17,"Present",101
"185",2,2018-10-08,"Present",54
"186",2,2018-10-29,"Present",262
"187",2,2018-11-19,"Present",162
"188",2,2018-12-03,"Present",98
"189",2,2018-12-17,"Present",440
"190",2,2019-01-14,"Present",1
"191",2,2019-01-21,"Present",252
"192",2,2019-02-04,"Present",49
"193",2,2019-02-11,"Absent",1
"194",2,2019-02-18,"Absent",372
"195",2,2019-03-11,"Present",2
"196",2,2019-03-18,"Absent",117
"197",2,2019-03-18,"Present",186
"198",2,2019-03-25,"Absent",2
"199",2,2019-04-01,"Present",360
"200",2,2019-04-08,"Present",68
"201",2,2019-04-15,"Absent",6
"202",2,2019-04-22,"Absent",135
"203",3,2014-07-21,"Present",39
"204",3,2014-09-15,"Present",2
"205",3,2014-09-22,"Present",41
"206",3,2014-10-20,"Present",4
"207",3,2014-10-27,"Present",54
"208",3,2014-11-17,"Present",6
"209",3,2014-11-24,"Present",20
"210",3,2014-12-01,"Present",51
"211",3,2014-12-15,"Present",10
"212",3,2014-12-22,"Present",55
"213",3,2015-01-12,"Present",5
"214",3,2015-01-19,"Present",41
"215",3,2015-02-09,"Present",44
"216",3,2015-02-16,"Present",7
"217",3,2015-03-09,"Present",103
"218",3,2015-03-16,"Present",40
"219",3,2015-03-23,"Present",19
"220",3,2015-04-13,"Absent",7
"221",3,2015-04-27,"Present",225
"222",3,2015-05-04,"Present",36
"223",3,2015-05-18,"Present",66
"224",3,2015-05-25,"Present",37
"225",3,2015-06-08,"Present",56
"226",3,2015-06-15,"Present",18
"227",3,2015-06-22,"Present",37
"228",3,2015-07-06,"Present",177
"229",3,2015-07-13,"Present",109
"230",3,2015-09-07,"Present",169
"231",3,2015-09-14,"Present",117
"232",3,2015-09-21,"Present",10
"233",3,2015-10-05,"Present",22
"234",3,2015-10-12,"Present",89
"235",3,2015-10-26,"Present",295
"236",3,2015-11-02,"Present",63
"237",3,2015-11-09,"Present",58
"238",3,2015-11-23,"Present",129
"239",3,2015-11-30,"Present",82
"240",3,2015-12-14,"Present",109
"241",3,2015-12-21,"Present",68
"242",3,2016-01-18,"Present",67
"243",3,2016-02-01,"Present",78
"244",3,2016-02-22,"Present",83
"245",3,2016-03-07,"Present",157
"246",3,2016-04-11,"Absent",75
"247",3,2016-04-11,"Present",123
"248",3,2016-04-25,"Present",143
"249",3,2016-05-09,"Present",68
"250",3,2016-05-23,"Present",62
"251",3,2016-06-06,"Present",140
"252",3,2016-06-20,"Absent",55
"253",3,2016-06-27,"Present",6
"254",3,2016-07-04,"Present",219
"255",3,2016-09-12,"Present",147
"256",3,2016-10-03,"Absent",139
"257",3,2016-10-24,"Present",231
"258",3,2016-11-21,"Present",136
"259",3,2016-11-28,"Present",40
"260",3,2016-12-12,"Present",203
"261",3,2017-01-16,"Present",35
"262",3,2017-01-30,"Present",10
"263",3,2017-02-13,"Present",219
"264",3,2017-02-27,"Present",13
"265",3,2017-03-13,"Present",116
"266",3,2017-04-03,"Present",110
"267",3,2017-04-24,"Present",139
"268",3,2017-05-15,"Present",58
"269",3,2017-05-29,"Present",20
"270",3,2017-06-12,"Present",60
"271",3,2017-07-03,"Present",147
"272",3,2017-09-11,"Present",128
"273",3,2017-10-02,"Absent",3
"274",3,2017-10-02,"Present",74
"275",3,2017-10-23,"Absent",1
"276",3,2017-10-23,"Present",246
"277",3,2017-11-13,"Absent",92
"278",3,2017-11-27,"Present",29
"279",3,2017-12-11,"Present",163
"280",3,2018-01-22,"Present",117
"281",3,2018-02-12,"Present",77
"282",3,2018-03-05,"Present",124
"283",3,2018-03-19,"Present",242
"284",3,2018-04-23,"Present",230
"285",3,2018-05-07,"Present",18
"286",3,2018-06-04,"Present",218
"287",3,2018-06-18,"Present",46
"288",3,2018-07-09,"Present",157
"289",3,2018-09-17,"Present",101
"290",3,2018-10-08,"Present",54
"291",3,2018-10-29,"Present",262
"292",3,2018-11-19,"Present",162
"293",3,2018-12-03,"Absent",98
"294",3,2018-12-17,"Absent",48
"295",3,2018-12-17,"Present",392
"296",3,2019-01-14,"Present",1
"297",3,2019-01-21,"Present",252
"298",3,2019-02-04,"Present",49
"299",3,2019-02-11,"Present",1
"300",3,2019-02-18,"Present",372
"301",3,2019-03-11,"Present",2
"302",3,2019-03-18,"Absent",117
"303",3,2019-03-18,"Present",186
"304",3,2019-03-25,"Present",2
"305",3,2019-04-01,"Absent",93
"306",3,2019-04-01,"Present",267
"307",3,2019-04-08,"Present",68
"308",3,2019-04-15,"Present",6
"309",3,2019-04-22,"Present",135
"310",4,2014-07-21,"Present",39
"311",4,2014-09-15,"Present",2
"312",4,2014-09-22,"Present",41
"313",4,2014-10-20,"Present",4
"314",4,2014-10-27,"Present",54
"315",4,2014-11-17,"Present",6
"316",4,2014-11-24,"Present",20
"317",4,2014-12-01,"Present",51
"318",4,2014-12-15,"Present",10
"319",4,2014-12-22,"Present",55
"320",4,2015-01-12,"Present",5
"321",4,2015-01-19,"Present",41
"322",4,2015-02-09,"Present",44
"323",4,2015-02-16,"Present",7
"324",4,2015-03-09,"Present",103
"325",4,2015-03-16,"Present",40
"326",4,2015-03-23,"Present",19
"327",4,2015-04-13,"Present",7
"328",4,2015-04-27,"Present",225
"329",4,2015-05-04,"Present",36
"330",4,2015-05-18,"Present",66
"331",4,2015-05-25,"Present",37
"332",4,2015-06-08,"Present",56
"333",4,2015-06-15,"Present",18
"334",4,2015-06-22,"Present",37
"335",4,2015-07-06,"Present",177
"336",4,2015-07-13,"Present",109
"337",4,2015-09-07,"Present",169
"338",4,2015-09-14,"Present",117
"339",4,2015-09-21,"Present",10
"340",4,2015-10-05,"Present",22
"341",4,2015-10-12,"Present",89
"342",4,2015-10-26,"Present",295
"343",4,2015-11-02,"Present",63
"344",4,2015-11-09,"Present",58
"345",4,2015-11-23,"Present",129
"346",4,2015-11-30,"Present",82
"347",4,2015-12-14,"Present",109
"348",4,2015-12-21,"Present",68
"349",4,2016-01-18,"Present",67
"350",4,2016-02-01,"Present",78
"351",4,2016-02-22,"Present",83
"352",4,2016-03-07,"Present",157
"353",4,2016-04-11,"Absent",75
"354",4,2016-04-11,"Present",123
"355",4,2016-04-25,"Present",143
"356",4,2016-05-09,"Present",68
"357",4,2016-05-23,"Present",62
"358",4,2016-06-06,"Absent",1
"359",4,2016-06-06,"Present",139
"360",4,2016-06-20,"Present",55
"361",4,2016-06-27,"Present",6
"362",4,2016-07-04,"Present",219
"363",4,2016-09-12,"Present",147
"364",4,2016-10-03,"Present",139
"365",4,2016-10-24,"Present",231
"366",4,2016-11-21,"Present",136
"367",4,2016-11-28,"Present",40
"368",4,2016-12-12,"Present",203
"369",4,2017-01-16,"Present",35
"370",4,2017-01-30,"Present",10
"371",4,2017-02-13,"Absent",73
"372",4,2017-02-13,"Present",146
"373",4,2017-02-27,"Present",13
"374",4,2017-03-13,"Present",116
"375",4,2017-04-03,"Present",110
"376",4,2017-04-24,"Present",139
"377",4,2017-05-15,"Present",58
"378",4,2017-05-29,"Present",20
"379",4,2017-06-12,"Present",60
"380",4,2017-07-03,"Present",147
"381",4,2017-09-11,"Absent",128
"382",4,2017-10-02,"Present",77
"383",4,2017-10-23,"Absent",155
"384",4,2017-10-23,"Present",92
"385",4,2017-11-13,"Present",92
"386",4,2017-11-27,"Present",29
"387",4,2017-12-11,"Present",163
"388",4,2018-01-22,"Absent",16
"389",4,2018-01-22,"Present",101
"390",4,2018-02-12,"Present",77
"391",4,2018-03-05,"Absent",124
"392",4,2018-03-19,"Present",242
"393",4,2018-04-23,"Absent",52
"394",4,2018-04-23,"Present",178
"395",4,2018-05-07,"Present",18
"396",4,2018-06-04,"Present",218
"397",4,2018-06-18,"Present",46
"398",4,2018-07-09,"Absent",53
"399",4,2018-07-09,"Present",104
"400",4,2018-09-17,"Absent",30
"401",4,2018-09-17,"Present",71
"402",4,2018-10-08,"Present",54
"403",4,2018-10-29,"Present",262
"404",4,2018-11-19,"Present",162
"405",4,2018-12-03,"Present",98
"406",4,2018-12-17,"Present",440
"407",4,2019-01-14,"Absent",1
"408",4,2019-01-21,"Present",252
"409",4,2019-02-04,"Absent",47
"410",4,2019-02-04,"Present",2
"411",4,2019-02-11,"Present",1
"412",4,2019-02-18,"Present",372
"413",4,2019-03-11,"Present",2
"414",4,2019-03-18,"Present",303
"415",4,2019-03-25,"Absent",2
"416",4,2019-04-01,"Present",360
"417",4,2019-04-08,"Absent",68
"418",4,2019-04-15,"Present",6
"419",4,2019-04-22,"Present",135
"420",5,2014-07-21,"Present",39
"421",5,2014-09-15,"Present",2
"422",5,2014-09-22,"Present",41
"423",5,2014-10-20,"Present",4
"424",5,2014-10-27,"Present",54
"425",5,2014-11-17,"Present",6
"426",5,2014-11-24,"Present",20
"427",5,2014-12-01,"Present",51
"428",5,2014-12-15,"Present",10
"429",5,2014-12-22,"Present",55
"430",5,2015-01-12,"Present",5
"431",5,2015-01-19,"Present",41
"432",5,2015-02-09,"Present",44
"433",5,2015-02-16,"Absent",7
"434",5,2015-03-09,"Present",103
"435",5,2015-03-16,"Present",40
"436",5,2015-03-23,"Present",19
"437",5,2015-04-13,"Absent",7
"438",5,2015-04-27,"Present",225
"439",5,2015-05-04,"Present",36
"440",5,2015-05-18,"Present",66
"441",5,2015-05-25,"Present",37
"442",5,2015-06-08,"Present",56
"443",5,2015-06-15,"Present",18
"444",5,2015-06-22,"Present",37
"445",5,2015-07-06,"Present",177
"446",5,2015-07-13,"Present",109
"447",5,2015-09-07,"Present",169
"448",5,2015-09-14,"Present",117
"449",5,2015-09-21,"Present",10
"450",5,2015-10-05,"Present",22
"451",5,2015-10-12,"Present",89
"452",5,2015-10-26,"Present",295
"453",5,2015-11-02,"Present",63
"454",5,2015-11-09,"Present",58
"455",5,2015-11-23,"Present",129
"456",5,2015-11-30,"Present",82
"457",5,2015-12-14,"Present",109
"458",5,2015-12-21,"Present",68
"459",5,2016-01-18,"Present",67
"460",5,2016-02-01,"Present",78
"461",5,2016-02-22,"Present",83
"462",5,2016-03-07,"Present",157
"463",5,2016-04-11,"Present",198
"464",5,2016-04-25,"Present",143
"465",5,2016-05-09,"Absent",10
"466",5,2016-05-09,"Present",58
"467",5,2016-05-23,"Absent",1
"468",5,2016-05-23,"Present",61
"469",5,2016-06-06,"Absent",40
"470",5,2016-06-06,"Present",100
"471",5,2016-06-20,"Absent",55
"472",5,2016-06-27,"Present",6
"473",5,2016-07-04,"Present",219
"474",5,2016-09-12,"Present",147
"475",5,2016-10-03,"Present",139
"476",5,2016-10-24,"Present",231
"477",5,2016-11-21,"Absent",40
"478",5,2016-11-21,"Present",96
"479",5,2016-11-28,"Present",40
"480",5,2016-12-12,"Present",203
"481",5,2017-01-16,"Present",35
"482",5,2017-01-30,"Present",10
"483",5,2017-02-13,"Absent",219
"484",5,2017-02-27,"Present",13
"485",5,2017-03-13,"Present",116
"486",5,2017-04-03,"Present",110
"487",5,2017-04-24,"Present",139
"488",5,2017-05-15,"Present",58
"489",5,2017-05-29,"Present",20
"490",5,2017-06-12,"Present",60
"491",5,2017-07-03,"Present",147
"492",5,2017-09-11,"Present",128
"493",5,2017-10-02,"Present",77
"494",5,2017-10-23,"Present",247
"495",5,2017-11-13,"Present",92
"496",5,2017-11-27,"Absent",29
"497",5,2017-12-11,"Present",163
"498",5,2018-01-22,"Present",117
"499",5,2018-02-12,"Present",77
"500",5,2018-03-05,"Absent",1
"501",5,2018-03-05,"Present",123
"502",5,2018-03-19,"Present",242
"503",5,2018-04-23,"Present",230
"504",5,2018-05-07,"Present",18
"505",5,2018-06-04,"Present",218
"506",5,2018-06-18,"Absent",19
"507",5,2018-06-18,"Present",27
"508",5,2018-07-09,"Absent",1
"509",5,2018-07-09,"Present",156
"510",5,2018-09-17,"Present",101
"511",5,2018-10-08,"Present",54
"512",5,2018-10-29,"Present",262
"513",5,2018-11-19,"Present",162
"514",5,2018-12-03,"Present",98
"515",5,2018-12-17,"Present",440
"516",5,2019-01-14,"Present",1
"517",5,2019-01-21,"Present",252
"518",5,2019-02-04,"Present",49
"519",5,2019-02-11,"Present",1
"520",5,2019-02-18,"Present",372
"521",5,2019-03-11,"Present",2
"522",5,2019-03-18,"Present",303
"523",5,2019-03-25,"Present",2
"524",5,2019-04-01,"Present",360
"525",5,2019-04-08,"Present",68
"526",5,2019-04-15,"Absent",6
"527",5,2019-04-22,"Absent",76
"528",5,2019-04-22,"Present",59
"529",6,2014-07-21,"Present",39
"530",6,2014-09-15,"Present",2
"531",6,2014-09-22,"Present",41
"532",6,2014-10-20,"Present",4
"533",6,2014-10-27,"Present",54
"534",6,2014-11-17,"Present",6
"535",6,2014-11-24,"Present",20
"536",6,2014-12-01,"Present",51
"537",6,2014-12-15,"Present",10
"538",6,2014-12-22,"Present",55
"539",6,2015-01-12,"Present",5
"540",6,2015-01-19,"Present",41
"541",6,2015-02-09,"Present",44
"542",6,2015-02-16,"Present",7
"543",6,2015-03-09,"Present",103
"544",6,2015-03-16,"Present",40
"545",6,2015-03-23,"Present",19
"546",6,2015-04-13,"Present",7
"547",6,2015-04-27,"Present",225
"548",6,2015-05-04,"Present",36
"549",6,2015-05-18,"Present",66
"550",6,2015-05-25,"Present",37
"551",6,2015-06-08,"Present",56
"552",6,2015-06-15,"Present",18
"553",6,2015-06-22,"Present",37
"554",6,2015-07-06,"Present",177
"555",6,2015-07-13,"Present",109
"556",6,2015-09-07,"Present",169
"557",6,2015-09-14,"Present",117
"558",6,2015-09-21,"Present",10
"559",6,2015-10-05,"Present",22
"560",6,2015-10-12,"Present",89
"561",6,2015-10-26,"Present",295
"562",6,2015-11-02,"Present",63
"563",6,2015-11-09,"Present",58
"564",6,2015-11-23,"Present",129
"565",6,2015-11-30,"Present",82
"566",6,2015-12-14,"Present",109
"567",6,2015-12-21,"Present",68
"568",6,2016-01-18,"Present",67
"569",6,2016-02-01,"Present",78
"570",6,2016-02-22,"Present",83
"571",6,2016-03-07,"Present",157
"572",6,2016-04-11,"Present",198
"573",6,2016-04-25,"Present",143
"574",6,2016-05-09,"Present",68
"575",6,2016-05-23,"Absent",62
"576",6,2016-06-06,"Present",140
"577",6,2016-06-20,"Present",55
"578",6,2016-06-27,"Present",6
"579",6,2016-07-04,"Present",219
"580",6,2016-09-12,"Present",147
"581",6,2016-10-03,"Present",139
"582",6,2016-10-24,"Present",231
"583",6,2016-11-21,"Present",136
"584",6,2016-11-28,"Present",40
"585",6,2016-12-12,"Present",203
"586",6,2017-01-16,"Present",35
"587",6,2017-01-30,"Present",10
"588",6,2017-02-13,"Present",219
"589",6,2017-02-27,"Present",13
"590",6,2017-03-13,"Present",116
"591",6,2017-04-03,"Present",110
"592",6,2017-04-24,"Present",139
"593",6,2017-05-15,"Present",58
"594",6,2017-05-29,"Present",20
"595",6,2017-06-12,"Present",60
"596",6,2017-07-03,"Present",147
"597",6,2017-09-11,"Present",128
"598",6,2017-10-02,"Present",77
"599",6,2017-10-23,"Present",247
"600",6,2017-11-13,"Present",92
"601",6,2017-11-27,"Present",29
"602",6,2017-12-11,"Present",163
"603",6,2018-01-22,"Absent",117
"604",6,2018-02-12,"Present",77
"605",6,2018-03-05,"Present",124
"606",6,2018-03-19,"Present",242
"607",6,2018-04-23,"Present",230
"608",6,2018-05-07,"Present",18
"609",6,2018-06-04,"Present",218
"610",6,2018-06-18,"Present",46
"611",6,2018-07-09,"Present",157
"612",6,2018-09-17,"Present",101
"613",6,2018-10-08,"Present",54
"614",6,2018-10-29,"Present",262
"615",6,2018-11-19,"Present",162
"616",6,2018-12-03,"Present",98
"617",6,2018-12-17,"Present",440
"618",6,2019-01-14,"Present",1
"619",6,2019-01-21,"Present",252
"620",6,2019-02-04,"Present",49
"621",6,2019-02-11,"Present",1
"622",6,2019-02-18,"Present",372
"623",6,2019-03-11,"Present",2
"624",6,2019-03-18,"Present",303
"625",6,2019-03-25,"Present",2
"626",6,2019-04-01,"Present",360
"627",6,2019-04-08,"Present",68
"628",6,2019-04-15,"Present",6
"629",6,2019-04-22,"Present",135
"630",7,2014-07-21,"Present",39
"631",7,2014-09-15,"Present",2
"632",7,2014-09-22,"Present",41
"633",7,2014-10-20,"Present",4
"634",7,2014-10-27,"Present",54
"635",7,2014-11-17,"Present",6
"636",7,2014-11-24,"Present",20
"637",7,2014-12-01,"Present",51
"638",7,2014-12-15,"Present",10
"639",7,2014-12-22,"Present",55
"640",7,2015-01-12,"Present",5
"641",7,2015-01-19,"Present",41
"642",7,2015-02-09,"Absent",44
"643",7,2015-02-16,"Absent",7
"644",7,2015-03-09,"Absent",103
"645",7,2015-03-16,"Absent",40
"646",7,2015-03-23,"Present",19
"647",7,2015-04-13,"Present",7
"648",7,2015-04-27,"Present",225
"649",7,2015-05-04,"Present",36
"650",7,2015-05-18,"Present",66
"651",7,2015-05-25,"Present",37
"652",7,2015-06-08,"Present",56
"653",7,2015-06-15,"Present",18
"654",7,2015-06-22,"Absent",37
"655",7,2015-07-06,"Present",177
"656",7,2015-07-13,"Present",109
"657",7,2015-09-07,"Present",169
"658",7,2015-09-14,"Present",117
"659",7,2015-09-21,"Present",10
"660",7,2015-10-05,"Present",22
"661",7,2015-10-12,"Present",89
"662",7,2015-10-26,"Present",295
"663",7,2015-11-02,"Present",63
"664",7,2015-11-09,"Present",58
"665",7,2015-11-23,"Present",129
"666",7,2015-11-30,"Present",82
"667",7,2015-12-14,"Present",109
"668",7,2015-12-21,"Present",68
"669",7,2016-01-18,"Present",67
"670",7,2016-02-01,"Present",78
"671",7,2016-02-22,"Present",83
"672",7,2016-03-07,"Present",157
"673",7,2016-04-11,"Absent",75
"674",7,2016-04-11,"Present",123
"675",7,2016-04-25,"Present",143
"676",7,2016-05-09,"Present",68
"677",7,2016-05-23,"Present",62
"678",7,2016-06-06,"Present",140
"679",7,2016-06-20,"Present",55
"680",7,2016-06-27,"Present",6
"681",7,2016-07-04,"Present",219
"682",7,2016-09-12,"Present",147
"683",7,2016-10-03,"Present",139
"684",7,2016-10-24,"Present",231
"685",7,2016-11-21,"Present",136
"686",7,2016-11-28,"Present",40
"687",7,2016-12-12,"Present",203
"688",7,2017-01-16,"Present",35
"689",7,2017-01-30,"Present",10
"690",7,2017-02-13,"Absent",73
"691",7,2017-02-13,"Present",146
"692",7,2017-02-27,"Present",13
"693",7,2017-03-13,"Present",116
"694",7,2017-04-03,"Present",110
"695",7,2017-04-24,"Present",139
"696",7,2017-05-15,"Present",58
"697",7,2017-05-29,"Present",20
"698",7,2017-06-12,"Present",60
"699",7,2017-07-03,"Present",147
"700",7,2017-09-11,"Present",128
"701",7,2017-10-02,"Present",77
"702",7,2017-10-23,"Present",247
"703",7,2017-11-13,"Present",92
"704",7,2017-11-27,"Present",29
"705",7,2017-12-11,"Present",163
"706",7,2018-01-22,"Absent",3
"707",7,2018-01-22,"Present",114
"708",7,2018-02-12,"Present",77
"709",7,2018-03-05,"Present",124
"710",7,2018-03-19,"Present",242
"711",7,2018-04-23,"Present",230
"712",7,2018-05-07,"Present",18
"713",7,2018-06-04,"Present",218
"714",7,2018-06-18,"Present",46
"715",7,2018-07-09,"Present",157
"716",7,2018-09-17,"Present",101
"717",7,2018-10-08,"Present",54
"718",7,2018-10-29,"Present",262
"719",7,2018-11-19,"Present",162
"720",7,2018-12-03,"Present",98
"721",7,2018-12-17,"Present",440
"722",7,2019-01-14,"Present",1
"723",7,2019-01-21,"Present",252
"724",7,2019-02-04,"Present",49
"725",7,2019-02-11,"Present",1
"726",7,2019-02-18,"Present",372
"727",7,2019-03-11,"Present",2
"728",7,2019-03-18,"Present",303
"729",7,2019-03-25,"Present",2
"730",7,2019-04-01,"Present",360
"731",7,2019-04-08,"Present",68
"732",7,2019-04-15,"Absent",6
"733",7,2019-04-22,"Present",135
"734",8,2014-07-21,"Present",39
"735",8,2014-09-15,"Present",2
"736",8,2014-09-22,"Present",41
"737",8,2014-10-20,"Present",4
"738",8,2014-10-27,"Present",54
"739",8,2014-11-17,"Present",6
"740",8,2014-11-24,"Present",20
"741",8,2014-12-01,"Present",51
"742",8,2014-12-15,"Present",10
"743",8,2014-12-22,"Present",55
"744",8,2015-01-12,"Present",5
"745",8,2015-01-19,"Present",41
"746",8,2015-02-09,"Absent",44
"747",8,2015-02-16,"Absent",7
"748",8,2015-03-09,"Absent",103
"749",8,2015-03-16,"Absent",40
"750",8,2015-03-23,"Present",19
"751",8,2015-04-13,"Absent",7
"752",8,2015-04-27,"Absent",216
"753",8,2015-04-27,"Present",9
"754",8,2015-05-04,"Absent",36
"755",8,2015-05-18,"Present",66
"756",8,2015-05-25,"Absent",4
"757",8,2015-05-25,"Present",33
"758",8,2015-06-08,"Present",56
"759",8,2015-06-15,"Present",18
"760",8,2015-06-22,"Absent",37
"761",8,2015-07-06,"Present",177
"762",8,2015-07-13,"Present",109
"763",8,2015-09-07,"Present",169
"764",8,2015-09-14,"Absent",47
"765",8,2015-09-14,"Present",70
"766",8,2015-09-21,"Present",10
"767",8,2015-10-05,"Present",22
"768",8,2015-10-12,"Absent",76
"769",8,2015-10-12,"Present",13
"770",8,2015-10-26,"Present",295
"771",8,2015-11-02,"Present",63
